"return_id","return_type","market","partner","logistics_provider","owner","status","created_date","due_date","last_update_date","closed_date","item_description","quantity","value_eur","currency","delay_reason","notes","source_label"
"DXR-3789","Finished device","Switzerland","Swiss Imaging AG","EastMed Transport","Lena Meier","Awaiting market action","2026-06-18","2026-06-14","2026-07-07","","Anesthesia workstation","1","52828","EUR","Disposition pending","Synthetic record: disposition pending noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3790","Service part","Portugal","Lisbon Diagnostics","Atlantic MedFreight","Ines Silva","Inspection pending","2026-06-07","2026-07-02","2026-07-04","","Power distribution board","2","51659","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3791","Service part","Norway","Oslo Care NO","Alpine Freight AG","Kari Olsen","Customs hold","2026-05-27","2026-06-16","2026-07-01","","X-ray detector module","3","53290","EUR","Border processing","Synthetic record: border processing noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3792","Finished device","Finland","Helsinki Imaging","TransLine Europe","Aino Virtanen","In transit","2026-05-16","2026-05-31","2026-06-28","","Defibrillator system","4","57721","EUR","Missing local approval","Synthetic record: missing local approval noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3793","Service part","Germany","MedServ DE","NorthSea Freight","Anna Keller","Pickup pending","2026-05-05","2026-05-15","2026-06-25","","MRI cooling pump","5","56552","EUR","Missing due date","Synthetic record: missing due date noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3794","Service part","Netherlands","Hospital Partner NL","EuroRoute Logistics","Joost Vermeer","Closed","2026-04-24","2026-04-29","2026-06-22","2026-04-29","CT gantry sensor","6","58183","EUR","Normal processing","Synthetic record: normal processing noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3795","Finished device","France","BioClinique FR","MedMove Logistics","Claire Martin","Received","2026-04-13","2026-04-13","2026-07-07","","Mobile C-arm","1","55414","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3796","Service part","Spain","Iberia Health","BritShip Medical","Marta Ruiz","Return authorized","2026-06-25","2026-06-20","2026-07-04","","Gradient amplifier card","2","54245","EUR","Normal transit","Synthetic record: normal transit noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3797","Service part","Italy","Clinica Nord IT","NordicRoute AB","Luca Romano","Awaiting market action","2026-06-14","2026-07-08","2026-07-01","","Detector calibration kit","3","55876","EUR","Missing export document","Synthetic record: missing export document noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3798","Finished device","United Kingdom","NHS Trust Demo","EastMed Transport","Sarah Collins","Inspection pending","2026-06-03","2026-06-22","2026-06-28","","Telemetry station","4","60307","EUR","Inspection queue","Synthetic record: inspection queue noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3799","Service part","Sweden","Nordic Care SE","Atlantic MedFreight","Erik Lind","Customs hold","2026-05-23","2026-06-06","2026-06-25","","MRI RF coil","5","59138","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3800","Service part","Belgium","BeLux Diagnostics","Alpine Freight AG","Marie Dubois","In transit","2026-05-12","2026-05-21","2026-06-22","","Power distribution board","6","60769","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3801","Finished device","Austria","Alpen Klinik AT","TransLine Europe","Thomas Gruber","Pickup pending","2026-05-01","2026-05-05","2026-07-07","","Patient monitor unit","1","58000","EUR","Pickup missed","Synthetic record: pickup missed noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3802","Service part","Poland","Warsaw Health PL","NorthSea Freight","Piotr Nowak","Closed","2026-04-20","2026-04-19","2026-07-04","2026-04-19","Ultrasound probe assembly","2","56831","EUR","Customer site access","Synthetic record: customer site access noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3803","Service part","Denmark","Copenhagen Imaging","EuroRoute Logistics","Freja Hansen","Received","2026-04-09","2026-05-07","2026-07-01","","MRI cooling pump","3","58462","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3804","Finished device","Ireland","Dublin Care IE","MedMove Logistics","Niamh Byrne","Return authorized","2026-06-21","2026-07-14","2026-06-28","","Respiratory monitor","4","62893","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3805","Service part","Switzerland","Swiss Imaging AG","BritShip Medical","Lena Meier","Awaiting market action","2026-06-10","2026-06-28","2026-06-25","","Image reconstruction board","5","61724","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3806","Service part","Portugal","Lisbon Diagnostics","NordicRoute AB","Ines Silva","Inspection pending","2026-05-30","2026-06-12","2026-06-22","","Gradient amplifier card","6","63355","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3807","Finished device","Norway","Oslo Care NO","EastMed Transport","Kari Olsen","Customs hold","2026-05-19","2026-05-27","2026-07-07","","Patient telemetry receiver","1","60586","EUR","Disposition pending","Synthetic record: disposition pending noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3808","Service part","Finland","Helsinki Imaging","Atlantic MedFreight","Aino Virtanen","In transit","2026-05-08","2026-05-11","2026-07-04","","CT collimator module","2","59417","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3809","Service part","Germany","MedServ DE","Alpine Freight AG","Anna Keller","Pickup pending","2026-04-27","2026-04-25","2026-07-01","","MRI RF coil","3","61048","EUR","Border processing","Synthetic record: border processing noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3810","Finished device","Netherlands","Hospital Partner NL","TransLine Europe","Joost Vermeer","Closed","2026-04-16","2026-05-13","2026-06-28","2026-05-13","Vital signs monitor","4","65479","EUR","Missing local approval","Synthetic record: missing local approval noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3811","Service part","France","BioClinique FR","NorthSea Freight","Claire Martin","Received","2026-06-28","2026-07-20","2026-06-25","","X-ray detector module","5","12310","EUR","Missing due date","Synthetic record: missing due date noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3812","Service part","Spain","Iberia Health","EuroRoute Logistics","Marta Ruiz","Return authorized","2026-06-17","2026-07-04","2026-06-22","","Ultrasound probe assembly","6","13941","EUR","Normal processing","Synthetic record: normal processing noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3813","Finished device","Italy","Clinica Nord IT","MedMove Logistics","Luca Romano","Awaiting market action","2026-06-06","2026-06-18","2026-07-07","","Portable ultrasound unit","1","11172","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3814","Service part","United Kingdom","NHS Trust Demo","BritShip Medical","Sarah Collins","Inspection pending","2026-05-26","","2026-07-04","","CT gantry sensor","2","10003","EUR","Missing due date","Synthetic record: missing due date noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3815","Service part","Sweden","Nordic Care SE","NordicRoute AB","Erik Lind","Customs hold","2026-05-15","2026-05-17","2026-07-01","","Image reconstruction board","3","11634","EUR","Missing export document","Synthetic record: missing export document noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3816","Finished device","Belgium","BeLux Diagnostics","EastMed Transport","Marie Dubois","In transit","2026-05-04","2026-05-01","2026-06-28","","Emergency care display","4","16065","EUR","Inspection queue","Synthetic record: inspection queue noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3817","Service part","Austria","Alpen Klinik AT","Atlantic MedFreight","Thomas Gruber","Pickup pending","2026-04-23","2026-05-19","2026-06-25","","Detector calibration kit","5","14896","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3818","Service part","Poland","Warsaw Health PL","Alpine Freight AG","Piotr Nowak","Closed","2026-04-12","2026-05-03","2026-06-22","2026-05-03","CT collimator module","6","16527","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3819","Finished device","Denmark","Copenhagen Imaging","TransLine Europe","Freja Hansen","Received","2026-06-24","2026-07-10","2026-07-07","","Anesthesia workstation","1","13758","EUR","Pickup missed","Synthetic record: pickup missed noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3820","Service part","Ireland","Dublin Care IE","NorthSea Freight","Niamh Byrne","Return authorized","2026-06-13","2026-06-24","2026-07-04","","Power distribution board","2","12589","EUR","Customer site access","Synthetic record: customer site access noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3821","Service part","Switzerland","Swiss Imaging AG","EuroRoute Logistics","Lena Meier","Awaiting market action","2026-06-02","2026-06-08","2026-07-01","","X-ray detector module","3","14220","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
